,,,,,generation,run1,run2,run2,run3,run3,run1,run1,run2,run2,run3,run3
417,0.203895188,0.148611024,6,0.753237599,417,0.378242262,0.136007856,0.15239561,0.18028089,0.180823233,6,2,13,11,8,8
418,0.204264335,0.148347517,6,0.756929067,418,0.378242262,0.140081052,0.15239561,0.178799324,0.180823233,6,2,13,11,8,8
419,0.25313502,0.149214247,4,0.731350198,419,0.378242262,0.139596825,0.15239561,0.179189323,0.180823233,4,2,13,11,8,8
420,0.224919841,0.152061984,5,0.749198413,420,0.378242262,0.135179105,0.15239561,0.179189323,0.180823233,5,2,13,11,8,8
421,0.225136086,0.155028699,5,0.751360863,421,0.378242262,0.13861942,0.15239561,0.188984598,0.188984598,5,2,13,11,7,7
422,0.20456131,0.150658664,6,0.75989881,422,0.378242262,0.150430308,0.15239561,0.178081523,0.188984598,6,2,11,11,8,7
423,0.255590253,0.151681071,4,0.75590253,423,0.378242262,0.138128844,0.15239561,0.178138907,0.188984598,4,2,14,11,8,7
424,0.256870015,0.155262656,4,0.768700149,424,0.378242262,0.14595506,0.15239561,0.178578193,0.188984598,4,2,11,11,8,7
425,0.254850471,0.154699051,4,0.748504712,425,0.378242262,0.148055903,0.15239561,0.179452815,0.188984598,4,2,11,11,8,7
426,0.299161483,0.158997194,3,0.741614831,426,0.378242262,0.154153102,0.154153102,0.178737835,0.188984598,3,2,10,10,8,7
427,0.251911607,0.154139844,4,0.719116071,427,0.378242262,0.144570154,0.154153102,0.178664918,0.188984598,4,2,12,10,8,7
428,0.25358807,0.156464625,4,0.735880704,428,0.378242262,0.145690179,0.154153102,0.178659741,0.188984598,4,2,11,10,8,7
429,0.25663621,0.154443081,4,0.766362103,429,0.378242262,0.143574718,0.154153102,0.178495114,0.188984598,4,2,12,10,8,7
430,0.223195213,0.157076236,5,0.731952133,430,0.378242262,0.143675809,0.154153102,0.17800607,0.188984598,5,2,12,10,8,7
431,0.255130035,0.159652329,4,0.751300347,431,0.378242262,0.149495685,0.154153102,0.189786446,0.189786446,4,2,11,10,7,7
432,0.255530233,0.158732003,4,0.755302331,432,0.378242262,0.148654303,0.154153102,0.190527059,0.190527059,4,2,11,10,7,7
433,0.25677557,0.159262467,4,0.767755704,433,0.378242262,0.155216396,0.155216396,0.190974144,0.190974144,4,2,10,10,7,7
434,0.524902951,0.163741778,1,0.749029514,434,0.524902951,0.154520042,0.155216396,0.188211644,0.190974144,1,1,10,10,7,7
435,0.301818924,0.165256108,3,0.768189236,435,0.524902951,0.155498688,0.155498688,0.188691388,0.190974144,3,1,10,10,7,7
436,0.30176317,0.17282386,3,0.767631696,436,0.524902951,0.15548713,0.155498688,0.190203708,0.190974144,3,1,10,10,7,7
437,0.299537674,0.175929344,3,0.745376736,437,0.524902951,0.153208013,0.155498688,0.19006968,0.190974144,3,1,10,10,7,7
438,0.254191146,0.170060611,4,0.741911458,438,0.524902951,0.184757639,0.184757639,0.191101625,0.191101625,4,1,7,7,7,7
439,0.373007614,0.170080217,2,0.730076141,439,0.524902951,0.164465476,0.184757639,0.190330394,0.191101625,2,1,9,7,7,7
440,0.299720263,0.165058191,3,0.747202629,440,0.524902951,0.16209127,0.184757639,0.190330394,0.191101625,3,1,9,7,7,7
441,0.299357416,0.16225015,3,0.743574157,441,0.524902951,0.155601813,0.184757639,0.189945554,0.191101625,3,1,10,7,7,7
442,0.296740575,0.161256528,3,0.717405754,442,0.524902951,0.155053301,0.184757639,0.179667777,0.191101625,3,1,10,7,8,7
443,0.254808309,0.159887995,4,0.748083085,443,0.524902951,0.176964385,0.184757639,0.178436626,0.191101625,4,1,8,7,8,7
444,0.254426662,0.160907287,4,0.744266617,444,0.524902951,0.166452679,0.184757639,0.190262736,0.191101625,4,1,9,7,7,7
445,0.256725372,0.165045958,4,0.76725372,445,0.524902951,0.182583606,0.184757639,0.188830035,0.191101625,4,1,7,7,7,7
446,0.300067808,0.165083651,3,0.750678075,446,0.524902951,0.163802579,0.184757639,0.18869964,0.191101625,3,1,9,7,7,7
447,0.295522222,0.171887338,3,0.705222222,447,0.524902951,0.154983559,0.184757639,0.189970257,0.191101625,3,1,10,7,7,7
448,0.227042361,0.172283458,5,0.770423611,448,0.524902951,0.156720067,0.184757639,0.190930233,0.191101625,5,1,10,7,7,7
449,0.22421875,0.16741794,5,0.7421875,449,0.524902951,0.16695377,0.184757639,0.189474045,0.191101625,5,1,9,7,7,7
450,0.253728522,0.165705904,4,0.737285218,450,0.524902951,0.170781647,0.184757639,0.190394878,0.191101625,4,1,8,7,7,7
451,0.250787773,0.161017855,4,0.707877728,451,0.524902951,0.187287103,0.187287103,0.190509462,0.191101625,4,1,7,7,7,7
452,0.249936483,0.153457733,4,0.699364831,452,0.524902951,0.165437798,0.187287103,0.190176625,0.191101625,4,1,9,7,7,7
453,0.224629638,0.150080056,5,0.746296379,453,0.524902951,0.158023837,0.187287103,0.190291208,0.191101625,5,1,10,7,7,7
454,0.300285838,0.150107414,3,0.752858383,454,0.524902951,0.155472249,0.187287103,0.190089819,0.191101625,3,1,10,7,7,7
455,0.206227431,0.150755689,6,0.77656002,455,0.524902951,0.157746654,0.187287103,0.190742894,0.191101625,6,1,10,7,7,7
456,0.222510813,0.148573427,5,0.725108135,456,0.524902951,0.165364683,0.187287103,0.189474045,0.191101625,5,1,9,7,7,7
457,0.303265278,0.151252526,3,0.782652778,457,0.524902951,0.149472396,0.187287103,0.190787537,0.191101625,3,1,11,7,7,7
458,0.253081622,0.146316753,4,0.73081622,458,0.524902951,0.160536409,0.187287103,0.190787537,0.191101625,4,1,9,7,7,7
459,0.202421528,0.142630158,6,0.738500992,459,0.524902951,0.156301366,0.187287103,0.192067597,0.192067597,6,1,10,7,7,7
460,0.202771801,0.145116892,6,0.74200372,460,0.524902951,0.15864432,0.187287103,0.191344085,0.192067597,6,1,9,7,7,7
461,0.187147495,0.144473436,7,0.74647495,461,0.524902951,0.155652706,0.187287103,0.190519978,0.192067597,7,1,10,7,7,7
462,0.202060615,0.144947921,6,0.734891865,462,0.524902951,0.159623837,0.187287103,0.191069978,0.192067597,6,1,10,7,7,7
463,0.25299375,0.143900092,4,0.7299375,463,0.524902951,0.156662056,0.187287103,0.191556585,0.192067597,4,1,10,7,7,7
464,0.18815248,0.140297136,7,0.756524802,464,0.524902951,0.154982788,0.187287103,0.190905394,0.192067597,7,1,11,7,7,7
465,0.202677257,0.142133822,6,0.741058284,465,0.524902951,0.15847096,0.187287103,0.192274082,0.192274082,6,1,10,7,7,7
466,0.223992436,0.147040886,5,0.739924355,466,0.524902951,0.160338358,0.187287103,0.191407775,0.192274082,5,1,10,7,7,7
467,0.254230159,0.149490944,4,0.742301587,467,0.524902951,0.165660615,0.187287103,0.191221205,0.192274082,4,1,9,7,7,7
468,0.299805754,0.149770716,3,0.74805754,468,0.524902951,0.158676714,0.187287103,0.191315613,0.192274082,3,1,10,7,7,7
469,0.223641518,0.151376284,5,0.736415179,469,0.524902951,0.176280258,0.187287103,0.191961781,0.192274082,5,1,8,7,7,7
470,0.224566939,0.15003281,5,0.745669395,470,0.524902951,0.166865873,0.187287103,0.19072345,0.192274082,5,1,9,7,7,7
471,0.254836285,0.153707858,4,0.748362847,471,0.524902951,0.187188889,0.187287103,0.190692436,0.192274082,4,1,7,7,7,7
472,0.300987897,0.158148779,3,0.759878968,472,0.524902951,0.186127877,0.187287103,0.191158271,0.192274082,3,1,7,7,7,7
473,0.252756324,0.157746423,4,0.727563244,473,0.524902951,0.188430456,0.188430456,0.191316605,0.192274082,4,1,7,7,7,7
474,0.254808309,0.160343842,4,0.748083085,474,0.524902951,0.186866518,0.188430456,0.192223748,0.192274082,4,1,7,7,7,7
475,0.258365551,0.163686094,4,0.783655506,475,0.524902951,0.166342932,0.188430456,0.191388864,0.192274082,4,1,9,7,7,7
476,0.228890947,0.165601201,5,0.788909474,476,0.524902951,0.186321925,0.188430456,0.190227319,0.192274082,5,1,7,7,7,7
477,0.22590315,0.160691534,5,0.759031498,477,0.524902951,0.173887401,0.188430456,0.189665526,0.192274082,5,1,8,7,7,7
478,0.300608309,0.165836494,3,0.756083085,478,0.524902951,0.189629861,0.189629861,0.191358668,0.192274082,3,1,7,7,7,7
479,0.22611498,0.166241238,5,0.761149802,479,0.524902951,0.189390625,0.189629861,0.204114286,0.204114286,5,1,7,7,6,6
480,0.222869717,0.158875388,5,0.728697173,480,0.524902951,0.190943626,0.190943626,0.191171168,0.204114286,5,1,7,7,7,6
481,0.254966716,0.154882261,4,0.749667163,481,0.524902951,0.189700546,0.190943626,0.191246466,0.204114286,4,1,7,7,7,6
482,0.203802083,0.150712927,6,0.752306548,482,0.524902951,0.205055357,0.205055357,0.205130308,0.205130308,6,1,6,6,6,6
483,0.205536186,0.148383576,6,0.769647569,483,0.524902951,0.177127778,0.205055357,0.190657912,0.205130308,6,1,8,6,7,6
484,0.203734201,0.149276835,6,0.751627728,484,0.524902951,0.187518552,0.205055357,0.190707478,0.205130308,6,1,7,6,7,6
485,0.225898586,0.151271591,5,0.758985863,485,0.524902951,0.19046121,0.205055357,0.206503348,0.206503348,5,1,7,6,6,6
486,0.251074876,0.15354207,4,0.71074876,486,0.524902951,0.188981597,0.205055357,0.206503348,0.206503348,4,1,7,6,6,6
487,0.25644184,0.155475525,4,0.764418403,487,0.524902951,0.22737996,0.22737996,0.192087835,0.206503348,4,1,5,5,7,6
488,0.225791245,0.154984718,5,0.75791245,488,0.524902951,0.227296627,0.22737996,0.191358668,0.206503348,5,1,5,5,7,6
489,0.225295809,0.151308338,5,0.752958085,489,0.524902951,0.206739087,0.22737996,0.190868006,0.206503348,5,1,6,5,7,6
490,0.223520709,0.153455222,5,0.735207093,490,0.524902951,0.207459177,0.22737996,0.190465253,0.206503348,5,1,6,5,7,6
491,0.253742163,0.153538745,4,0.737421627,491,0.524902951,0.296773611,0.296773611,0.190968006,0.206503348,4,1,3,3,7,6
492,0.224838963,0.147732868,5,0.748389633,492,0.524902951,0.255015476,0.296773611,0.191391344,0.206503348,5,1,4,3,7,6
493,0.253298487,0.151415627,4,0.732984871,493,0.524902951,0.225238294,0.296773611,0.19095372,0.206503348,4,1,5,3,7,6
494,0.22299752,0.151685058,5,0.729975198,494,0.524902951,0.207582192,0.296773611,0.190918006,0.206503348,5,1,6,3,7,6
495,0.250949082,0.155853762,4,0.709490823,495,0.524902951,0.22533125,0.296773611,0.191848313,0.206503348,4,1,5,3,7,6
496,0.25102567,0.152095661,4,0.710256696,496,0.524902951,0.225904762,0.296773611,0.205338492,0.206503348,4,1,5,3,6,6
497,0.256312277,0.156401592,4,0.763122768,497,0.524902951,0.225389583,0.296773611,0.205993824,0.206503348,4,1,5,3,6,6
498,0.252046305,0.158760597,4,0.720463046,498,0.524902951,0.22668869,0.296773611,0.206553869,0.206553869,4,1,5,3,6,6
499,0.256742634,0.161750846,4,0.767426339,499,0.524902951,0.257086607,0.296773611,0.206636012,0.206636012,4,1,4,3,6,6
500,0.224479043,0.160883862,5,0.744790427,500,0.524902951,0.227559524,0.296773611,0.207800149,0.207800149,5,1,5,3,6,6
501,0.251988963,0.156259821,4,0.719889633,501,0.524902951,0.256867956,0.296773611,0.228074504,0.228074504,4,1,4,3,5,5
502,0.256369122,0.151173125,4,0.76369122,502,0.524902951,0.25604256,0.296773611,0.20690506,0.228074504,4,1,4,3,6,5
503,0.254408606,0.154977127,4,0.744086062,503,0.524902951,0.227312401,0.296773611,0.207339583,0.228074504,4,1,5,3,6,5
504,0.252820238,0.160061809,4,0.728202381,504,0.524902951,0.256895437,0.296773611,0.206086111,0.228074504,4,1,4,3,6,5
505,0.22135682,0.156870191,5,0.713568204,505,0.524902951,0.255629663,0.296773611,0.206932837,0.228074504,5,1,4,3,6,5
506,0.296369023,0.161152333,3,0.713690228,506,0.524902951,0.256961012,0.296773611,0.191248487,0.228074504,3,1,4,3,7,5
507,0.253228844,0.158903171,4,0.732288442,507,0.524902951,0.255941915,0.296773611,0.206900298,0.228074504,4,1,4,3,6,5
508,0.376928745,0.161448513,2,0.76928745,508,0.524902951,0.300721329,0.300721329,0.205427679,0.228074504,2,1,3,3,6,5
509,0.299681076,0.160166214,3,0.746810764,509,0.524902951,0.30103502,0.30103502,0.206828274,0.228074504,3,1,3,3,6,5
510,0.227215551,0.156061126,5,0.772155506,510,0.524902951,0.300866964,0.30103502,0.20660506,0.228074504,5,1,3,3,6,5
511,0.22431937,0.150568533,5,0.7431937,511,0.524902951,0.301417262,0.301417262,0.206712004,0.228074504,5,1,3,3,6,5
512,0.252754737,0.151795328,4,0.727547371,512,0.524902951,0.301742063,0.301742063,0.206564286,0.228074504,4,1,3,3,6,5
513,0.252269866,0.150028455,4,0.722698661,513,0.524902951,0.301067063,0.301742063,0.206640923,0.228074504,4,1,3,3,6,5
514,0.298418824,0.154759236,3,0.734188244,514,0.524902951,0.30070744,0.301742063,0.20657252,0.228074504,3,1,3,3,6,5
515,0.527958011,0.158405123,1,0.779580109,515,0.527958011,0.300923413,0.301742063,0.226205233,0.228074504,1,1,3,3,5,5
516,0.254974628,0.162236388,4,0.74974628,516,0.527958011,0.30078244,0.301742063,0.203362302,0.228074504,4,1,3,3,6,5
517,0.254052951,0.158672003,4,0.740529514,517,0.527958011,0.301062798,0.301742063,0.206824206,0.228074504,4,1,3,3,6,5
518,0.374891443,0.158056164,2,0.748914435,518,0.527958011,0.301062798,0.301742063,0.206896925,0.228074504,2,1,3,3,6,5
519,0.255321255,0.156010383,4,0.75321255,519,0.527958011,0.30176994,0.30176994,0.206398413,0.228074504,4,1,3,3,6,5
520,0.253158606,0.156838368,4,0.731586062,520,0.527958011,0.300892163,0.30176994,0.208282713,0.228074504,4,1,3,3,6,5
521,0.254688963,0.162862853,4,0.746889633,521,0.527958011,0.301015575,0.30176994,0.207595213,0.228074504,4,1,3,3,6,5
522,0.255600372,0.168532535,4,0.75600372,522,0.527958011,0.30078244,0.30176994,0.206328274,0.228074504,4,1,3,3,6,5
523,0.374848289,0.170782562,2,0.748482887,523,0.527958011,0.30160377,0.30176994,0.208330357,0.228074504,2,1,3,3,6,5
524,0.300140947,0.166729688,3,0.751409474,524,0.527958011,0.30167877,0.30176994,0.205080655,0.228074504,3,1,3,3,6,5
525,0.29751436,0.164735076,3,0.725143601,525,0.527958011,0.302115774,0.302115774,0.225749107,0.228074504,3,1,3,3,5,5
526,0.254772495,0.166525004,4,0.74772495,526,0.527958011,0.301854762,0.302115774,0.205122718,0.228074504,4,1,3,3,6,5
527,0.255150471,0.160917699,4,0.751504712,527,0.527958011,0.301783333,0.302115774,0.189349702,0.228074504,4,1,3,3,7,5
528,0.298435392,0.165452904,3,0.734353919,528,0.527958011,0.301396131,0.302115774,0.190892163,0.228074504,3,1,3,3,7,5
529,0.25367438,0.167536843,4,0.7367438,529,0.527958011,0.302416369,0.302416369,0.204766369,0.228074504,4,1,3,3,6,5
530,0.299732713,0.169488246,3,0.747327133,530,0.527958011,0.30235744,0.302416369,0.20489504,0.228074504,3,1,3,3,6,5
531,0.299316642,0.167195684,3,0.743166419,531,0.527958011,0.30235744,0.302416369,0.202081548,0.228074504,3,1,3,3,6,5
532,0.297315799,0.170442497,3,0.723157986,532,0.527958011,0.30235744,0.302416369,0.200918353,0.228074504,3,1,3,3,6,5
533,0.524643527,0.177935335,1,0.746435268,533,0.527958011,0.301892163,0.302416369,0.227533829,0.228074504,1,1,3,3,5,5
534,0.30151689,0.175453808,3,0.765168899,534,0.527958011,0.30235744,0.302416369,0.256947024,0.256947024,3,1,3,3,4,4
535,0.376265675,0.182283475,2,0.762656746,535,0.527958011,0.30167877,0.302416369,0.225543452,0.256947024,2,1,3,3,5,4
536,0.525745933,0.191483222,1,0.757459325,536,0.527958011,0.301512599,0.302416369,0.229856944,0.256947024,1,1,3,3,5,4
537,0.525745933,0.196760361,1,0.757459325,537,0.527958011,0.375609921,0.375609921,0.228288889,0.256947024,1,1,2,2,5,4
538,0.52735,0.201410449,1,0.7735,538,0.527958011,0.301978869,0.375609921,0.25594871,0.256947024,1,1,3,2,4,4
539,0.376766171,0.209425399,2,0.767661706,539,0.527958011,0.303059325,0.375609921,0.257189162,0.257189162,2,1,3,2,4,4
540,0.378372222,0.192165262,2,0.783722222,540,0.527958011,0.302031448,0.375609921,0.228020635,0.257189162,2,1,3,2,5,4
541,0.373305233,0.192614134,2,0.733052331,541,0.527958011,0.302062798,0.375609921,0.228733135,0.257189162,2,1,3,2,5,4
542,0.376648611,0.185352443,2,0.766486111,542,0.527958011,0.302864782,0.375609921,0.257901389,0.257901389,2,1,3,2,4,4
543,0.373319618,0.184787333,2,0.733196181,543,0.527958011,0.301617063,0.375609921,0.226623487,0.257901389,2,1,3,2,5,4
544,0.523393651,0.185480802,1,0.733936508,544,0.527958011,0.30235744,0.375609921,0.226294122,0.257901389,1,1,3,2,5,4
545,0.372629365,0.184426441,2,0.726293651,545,0.527958011,0.301808333,0.375609921,0.254563988,0.257901389,2,1,3,2,4,4
546,0.300478646,0.172321153,3,0.754786458,546,0.527958011,0.301717063,0.375609921,0.258164286,0.258164286,3,1,3,2,4,4
547,0.254126116,0.16956591,4,0.741261161,547,0.527958011,0.37600744,0.37600744,0.255226786,0.258164286,4,1,2,2,4,4
548,0.372772222,0.174033938,2,0.727722222,548,0.527958011,0.303393254,0.37600744,0.228699306,0.258164286,2,1,3,2,5,4
549,0.299984325,0.178665959,3,0.749843254,549,0.527958011,0.37613631,0.37613631,0.257758532,0.258164286,3,1,2,2,4,4
550,0.301090749,0.173279012,3,0.76090749,550,0.527958011,0.303378671,0.37613631,0.257159325,0.258164286,3,1,3,2,4,4
551,0.525109301,0.177542865,1,0.751093006,551,0.527958011,0.375896329,0.37613631,0.258445536,0.258445536,1,1,2,2,4,4
552,0.371923884,0.178648944,2,0.719238839,552,0.527958011,0.302469345,0.37613631,0.257065575,0.258445536,2,1,3,2,4,4
553,0.299189162,0.174976194,3,0.741891617,553,0.527958011,0.375965774,0.37613631,0.301751166,0.301751166,3,1,2,2,3,3
554,0.255429663,0.174484652,4,0.754296627,554,0.527958011,0.375965774,0.37613631,0.25721002,0.301751166,4,1,2,2,4,3
555,0.374793948,0.174160971,2,0.747939484,555,0.527958011,0.377537798,0.377537798,0.301495213,0.301751166,2,1,2,2,3,3
556,0.255709499,0.17517248,4,0.75709499,556,0.527958011,0.377925298,0.377925298,0.301674082,0.301751166,4,1,2,2,3,3
557,0.37365119,0.174589729,2,0.736511905,557,0.527958011,0.378383036,0.378383036,0.257794246,0.301751166,2,1,2,2,4,3
558,0.300714063,0.175573802,3,0.757140625,558,0.527958011,0.524670635,0.524670635,0.257794246,0.301751166,3,1,1,1,4,3
559,0.255933606,0.175240262,4,0.759336062,559,0.527958011,0.30351875,0.524670635,0.258507143,0.301751166,4,1,3,1,4,3
560,0.29607629,0.171946212,3,0.710762897,560,0.527958011,0.37735625,0.524670635,0.256524107,0.301751166,3,1,2,1,4,3
561,0.303094444,0.177052012,3,0.780944444,561,0.527958011,0.37588869,0.524670635,0.256947123,0.301751166,3,1,2,1,4,3
562,0.297437674,0.176703431,3,0.724376736,562,0.527958011,0.376546726,0.524670635,0.258606399,0.301751166,3,1,2,1,4,3
563,0.37248502,0.18124374,2,0.724850198,563,0.527958011,0.375958829,0.524670635,0.258606399,0.301751166,2,1,2,1,4,3
564,0.373785714,0.185494325,2,0.737857143,564,0.527958011,0.375958829,0.524670635,0.258227381,0.301751166,2,1,2,1,4,3
565,0.29878125,0.180707959,3,0.7378125,565,0.527958011,0.376546726,0.524670635,0.303378175,0.303378175,3,1,2,1,3,3
566,0.298630481,0.178335483,3,0.736304812,566,0.527958011,0.37624494,0.524670635,0.30358006,0.30358006,3,1,2,1,3,3
567,0.300304365,0.177347206,3,0.753043651,567,0.527958011,0.377000397,0.524670635,0.303115476,0.30358006,3,1,2,1,3,3
568,0.301116245,0.175290612,3,0.76116245,568,0.527958011,0.37768244,0.524670635,0.377072619,0.377072619,3,1,2,1,2,2
569,0.299720908,0.184622079,3,0.747209077,569,0.527958011,0.377580655,0.524670635,0.303271032,0.377072619,3,1,2,1,3,2
570,0.376134127,0.188575932,2,0.76134127,570,0.527958011,0.377960417,0.524670635,0.374723289,0.377072619,2,1,2,1,2,2
571,0.299549405,0.191675966,3,0.745494048,571,0.527958011,0.375961607,0.524670635,0.37720754,0.37720754,3,1,2,1,2,2
572,0.376698586,0.19246152,2,0.766985863,572,0.527958011,0.376010913,0.524670635,0.37720754,0.37720754,2,1,2,1,2,2
573,0.526922693,0.195801902,1,0.769226935,573,0.527958011,0.377637798,0.524670635,0.37720754,0.37720754,1,1,2,1,2,2
574,0.523367237,0.201959444,1,0.733672371,574,0.527958011,0.525086111,0.525086111,0.377243254,0.377243254,1,1,1,1,2,2
575,0.528110317,0.206315771,1,0.781103175,575,0.528110317,0.379185714,0.525086111,0.377243254,0.377243254,1,1,2,1,2,2
576,0.973298785,0.213718151,0,0.732987847,576,0.973298785,0.377182639,0.525086111,0.37739504,0.37739504,0,0,2,1,2,2
577,0.526170437,0.221155962,1,0.761704365,577,0.973298785,0.37710744,0.525086111,0.37608998,0.37739504,1,0,2,1,2,2
578,0.525088591,0.225166001,1,0.750885913,578,0.973298785,0.377420933,0.525086111,0.376409921,0.37739504,1,0,2,1,2,2
579,0.976524107,0.247686643,0,0.765241071,579,0.976524107,0.378336111,0.525086111,0.377898512,0.377898512,0,0,2,1,2,2
580,0.526919196,0.247814234,1,0.769191964,580,0.976524107,0.376849901,0.525086111,0.377898512,0.377898512,1,0,2,1,2,2
581,0.52702629,0.250593207,1,0.770262897,581,0.976524107,0.376000496,0.525086111,0.377875595,0.377898512,1,0,2,1,2,2
582,0.523592932,0.233386244,1,0.735929315,582,0.976524107,0.377437798,0.525086111,0.378016567,0.378016567,1,0,2,1,2,2
583,0.523088814,0.224708342,1,0.730888145,583,0.976524107,0.377437798,0.525086111,0.377971429,0.378016567,1,0,2,1,2,2
584,0.525737252,0.229568938,1,0.75737252,584,0.976524107,0.37666994,0.525086111,0.377677282,0.378016567,1,0,2,1,2,2
585,0.975944643,0.238242653,0,0.759446429,585,0.976524107,0.377616369,0.525086111,0.378096429,0.378096429,0,0,2,1,2,2
586,0.527950595,0.250698471,1,0.779505952,586,0.976524107,0.376698016,0.525086111,0.378193651,0.378193651,1,0,2,1,2,2
587,0.527317163,0.236260276,1,0.773171627,587,0.976524107,0.377837103,0.525086111,0.377935317,0.378193651,1,0,2,1,2,2
588,0.977468948,0.251107934,0,0.774689484,588,0.977468948,0.37703502,0.525086111,0.378151984,0.378193651,0,0,2,1,2,2
589,0.977468948,0.252150251,0,0.774689484,589,0.977468948,0.377321131,0.525086111,0.377618254,0.378193651,0,0,2,1,2,2
590,0.527869444,0.245750459,1,0.778694444,590,0.977468948,0.377437798,0.525086111,0.378026984,0.378193651,1,0,2,1,2,2
591,0.527869444,0.255006245,1,0.778694444,591,0.977468948,0.377437798,0.525086111,0.378079067,0.378193651,1,0,2,1,2,2
592,0.527869444,0.249327333,1,0.778694444,592,0.977468948,0.377437798,0.525086111,0.377921825,0.378193651,1,0,2,1,2,2
593,0.977629365,0.250541207,0,0.776293651,593,0.977629365,0.377437798,0.525086111,0.37801379,0.378193651,0,0,2,1,2,2
594,0.378378571,0.238531869,2,0.783785714,594,0.977629365,0.376204464,0.525086111,0.377389087,0.378193651,2,0,2,1,2,2
595,0.528567659,0.248062044,1,0.785676587,595,0.977629365,0.376484425,0.525086111,0.378155456,0.378193651,1,0,2,1,2,2
596,0.978527183,0.266332688,0,0.785271825,596,0.978527183,0.37601994,0.525086111,0.378449603,0.378449603,0,0,2,1,2,2
597,0.976339187,0.266503988,0,0.763391865,597,0.978527183,0.37604494,0.525086111,0.379265575,0.379265575,0,0,2,1,2,2
598,0.526747024,0.263890821,1,0.767470238,598,0.978527183,0.37629494,0.525086111,0.378155456,0.379265575,1,0,2,1,2,2
599,0.978160714,0.265253279,0,0.781607143,599,0.978527183,0.377454067,0.525086111,0.378672321,0.379265575,0,0,2,1,2,2
600,0.529641865,0.250517552,1,0.796418651,600,0.978527183,0.377398909,0.525086111,0.38002996,0.38002996,1,0,2,1,2,2
601,0.52963631,0.248796774,1,0.796363095,601,0.978527183,0.37488869,0.525086111,0.378141766,0.38002996,1,0,2,1,2,2
602,0.978281151,0.26620749,0,0.782811508,602,0.978527183,0.375875496,0.525086111,0.377985317,0.38002996,0,0,2,1,2,2
603,0.528810913,0.257518116,1,0.788109127,603,0.978527183,0.376970833,0.525086111,0.528557738,0.528557738,1,0,2,1,1,1
604,0.977655258,0.268624105,0,0.776552579,604,0.978527183,0.376008631,0.525086111,0.379831151,0.528557738,0,0,2,1,2,1
605,0.977697421,0.278915484,0,0.776974206,605,0.978527183,0.376685615,0.525086111,0.379134623,0.528557738,0,0,2,1,2,1
606,0.528984524,0.265933652,1,0.789845238,606,0.978527183,0.375216245,0.525086111,0.378954067,0.528557738,1,0,2,1,2,1
607,0.976802579,0.294892847,0,0.768025794,607,0.978527183,0.376109226,0.525086111,0.37905129,0.528557738,0,0,2,1,2,1
608,0.528165179,0.281288329,1,0.781651786,608,0.978527183,0.377475298,0.525086111,0.37833998,0.528557738,1,0,2,1,2,1
609,0.976395238,0.287524776,0,0.763952381,609,0.978527183,0.37833244,0.525086111,0.380393552,0.528557738,0,0,2,1,2,1
610,0.52971746,0.279776831,1,0.797174603,610,0.978527183,0.376598313,0.525086111,0.380337996,0.528557738,1,0,2,1,2,1
611,0.979095635,0.2883784,0,0.790956349,611,0.979095635,0.376857242,0.525086111,0.380337996,0.528557738,0,0,2,1,2,1
612,0.528666071,0.283970075,1,0.786660714,612,0.979095635,0.377357242,0.525086111,0.378146528,0.528557738,1,0,2,1,2,1
613,0.977566369,0.28943965,0,0.77566369,613,0.979095635,0.377357242,0.525086111,0.380393552,0.528557738,0,0,2,1,2,1
614,0.529347123,0.299233043,1,0.79347123,614,0.979095635,0.377459425,0.525086111,0.380337996,0.528557738,1,0,2,1,2,1
615,0.97910119,0.290530824,0,0.791011905,615,0.97910119,0.526457937,0.526457937,0.37833998,0.528557738,0,0,1,1,2,1
616,0.979909722,0.300488404,0,0.799097222,616,0.979909722,0.523273611,0.526457937,0.381018552,0.528557738,0,0,1,1,2,1
617,0.979095635,0.307426011,0,0.790956349,617,0.979909722,0.525349504,0.526457937,0.380393552,0.528557738,0,0,1,1,2,1
618,0.979642857,0.329626545,0,0.796428571,618,0.979909722,0.525615675,0.526457937,0.380393552,0.528557738,0,0,1,1,2,1
619,0.979502381,0.328870623,0,0.79502381,619,0.979909722,0.376952579,0.526457937,0.378697123,0.528557738,0,0,2,1,2,1
620,0.979419048,0.310427402,0,0.794190476,620,0.979909722,0.527388095,0.527388095,0.380158433,0.528557738,0,0,1,1,2,1
621,0.97930496,0.316316903,0,0.793049603,621,0.979909722,0.52532004,0.527388095,0.378284425,0.528557738,0,0,1,1,2,1
622,0.979175992,0.298303771,0,0.791759921,622,0.979909722,0.52532004,0.527388095,0.380504663,0.528557738,0,0,1,1,2,1
623,0.979293056,0.331360109,0,0.792930556,623,0.979909722,0.524883532,0.527388095,0.378852877,0.528557738,0,0,1,1,2,1
624,0.980423512,0.345417467,0,0.804235119,624,0.980423512,0.377143948,0.527388095,0.380337996,0.528557738,0,0,2,1,2,1
625,0.979779663,0.362258873,0,0.797796627,625,0.980423512,0.525574504,0.527388095,0.380504663,0.528557738,0,0,1,1,2,1
626,0.978670536,0.332410175,0,0.786705357,626,0.980423512,0.524955456,0.527388095,0.380337996,0.528557738,0,0,1,1,2,1
627,0.978612996,0.297612799,0,0.78612996,627,0.980423512,0.377800694,0.527388095,0.380504663,0.528557738,0,0,2,1,2,1
